workclass,race,sex,age,education_num,hours_per_week,capital_gain,data_source
State-gov,Black, Male,43.0,10.0,50.0,0,census_1994
  SELF-EMP-INC  ,White,FEMALE,46.0,12.0,40.0,0,census_1994
Private, White ,F,44.0,9.0,40.0,0,census_1994
Private,white,M,25.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,36.0,10.0,60.0,0,census_1994
Private,Black,Female,28.0,9.0,48.0,0,census_1994
Self-emp-inc, White ,M,66.0,9.0,86.0,0,census_1994
private,White,MALE,46.0,10.0,40.0,0,census_1994
  FEDERAL-GOV  ,white,Female,37.0,13.0,48.0,0,census_1994
State-gov,White,male,19.0,10.0,24.0,594,census_1994
private,  OTHER  ,,24.0,9.0,40.0,0,census_1994
State-gov,White,MALE,37.0,12.0,35.0,0,census_1994
  PRIVATE  ,  WHITE  ,M,20.0,9.0,40.0,0,census_1994
  FEDERAL-GOV  ,white,M,42.0,10.0,45.0,"7,688",census_1994
  PRIVATE  ,White,unknown,36.0,9.0,40.0,"5,013",census_1994
,white,male,68.0,5.0,2.0,0,census_1994
Private,  WHITE  ,F,53.0,9.0,40.0,0,census_1994
,White,F,69.0,15.0,25.0,0,census_1994
,White,MALE,22.0,10.0,15.0,0,census_1994
Private,  WHITE  ,M,46.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,FEMALE,29.0,12.0,40.0,0,census_1994
 Private ,White,male,20.0,5.0,28.0,0,census_1994
private,white,Male,29.0,9.0,55.0,0,census_1994
Private,White,M,56.0,13.0,65.0,0,census_1994
Private,white,Male,30.0,11.0,40.0,0,census_1994
  PRIVATE  ,White,male,36.0,9.0,40.0,0,census_1994
 Private ,White,male,31.0,9.0,40.0,0,census_1994
private,white,M,26.0,10.0,43.0,0,census_1994
  PRIVATE  ,White,female,24.0,9.0,25.0,0,census_1994
,  WHITE  ,female,48.0,9.0,18.0,0,census_1994
Local-gov, White ,M,27.0,9.0,50.0,0,census_1994
Self-emp-inc,White,Male,34.0,9.0,54.0,0,census_1994
,White, Female,33.0,10.0,40.0,"5,178",census_1994
,White, Female,33.0,9.0,20.0,0,census_1994
Local-gov, White ,female,25.0,14.0,40.0,0,census_1994
private,  WHITE  ,M,26.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,33.0,9.0,50.0,0,census_1994
  PRIVATE  ,White,M,29.0,10.0,60.0,0,census_1994
self-emp-not-inc, White ,male,49.0,10.0,40.0,0,census_1994
private, Black ,M,22.0,10.0,15.0,0,census_1994
  LOCAL-GOV  ,white,male,28.0,9.0,20.0,0,census_1994
 Private ,White,unknown,25.0,14.0,45.0,0,census_1994
 Private ,  WHITE  ,F,51.0,10.0,40.0,0,census_1994
Self-emp-not-inc,white,Male,34.0,11.0,55.0,0,census_1994
 Self-emp-not-inc ,  WHITE  ,M,32.0,11.0,50.0,0,census_1994
  PRIVATE  ,white,MALE,55.0,13.0,60.0,0,census_1994
 Self-emp-inc ,white,,46.0,11.0,60.0,0,census_1994
  PRIVATE  ,White,MALE,54.0,10.0,40.0,0,census_1994
private,White,female,23.0,13.0,8.0,0,census_1994
Private,White,female,38.0,11.0,38.0,0,census_1994
Private,  WHITE  ,Male,27.0,9.0,60.0,0,census_1994
Private,  WHITE  ,M,49.0,7.0,40.0,0,census_1994
Private,  WHITE  ,Male,43.0,10.0,70.0,0,census_1994
Private,White,F,27.0,10.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,Female,18.0,10.0,26.0,0,census_1994
private,white,MALE,44.0,13.0,50.0,0,census_1994
Private,White,M,36.0,12.0,55.0,0,census_1994
  PRIVATE  ,White,male,45.0,9.0,52.0,0,census_1994
Self-emp-not-inc,White,MALE,70.0,13.0,35.0,"20,051",census_1994
Private, Asian-Pac-Islander ,female,60.0,7.0,30.0,0,census_1994
Private,White,?,22.0,9.0,40.0,0,census_1994
private,  WHITE  ,female,61.0,8.0,40.0,0,census_1994
  PRIVATE  ,white,MALE,35.0,9.0,20.0,0,census_1994
private,White,Female,55.0,9.0,45.0,0,census_1994
Private,White,?,32.0,13.0,40.0,0,census_1994
,White,MALE,19.0,10.0,40.0,0,census_1994
  PRIVATE  , White , Female,27.0,13.0,40.0,0,census_1994
,white,M,19.0,4.0,40.0,0,census_1994
 Private ,White, Male,46.0,9.0,50.0,"3,103",census_1994
,  WHITE  ,female,64.0,11.0,15.0,0,census_1994
private,  BLACK  ,male,17.0,7.0,17.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,25.0,9.0,44.0,0,census_1994
  PRIVATE  ,White, Female,26.0,10.0,40.0,0,census_1994
Private,white,FEMALE,47.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,42.0,13.0,45.0,0,census_1994
Private,White,female,31.0,9.0,40.0,0,census_1994
Private,White,Male,44.0,11.0,40.0,"8,614",census_1994
Private,White,Male,44.0,9.0,45.0,0,census_1994
private,White,male,56.0,9.0,50.0,0,census_1994
private,White,Male,41.0,10.0,50.0,0,census_1994
private,White,M,35.0,13.0,40.0,0,census_1994
Private,white,MALE,47.0,14.0,65.0,0,census_1994
Private,White,M,46.0,9.0,55.0,"4,064",census_1994
  PRIVATE  , White ,?,38.0,9.0,40.0,0,census_1994
Private,  WHITE  ,,46.0,4.0,32.0,0,census_1994
state-gov,White,M,44.0,15.0,75.0,"15,024",census_1994
Private,White, Male,42.0,13.0,60.0,0,census_1994
 Private ,White, Male,33.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,48.0,6.0,30.0,0,census_1994
Self-emp-inc,White,Male,50.0,10.0,70.0,0,census_1994
Private,White, Male,18.0,7.0,20.0,0,census_1994
Self-emp-inc,  WHITE  ,M,51.0,10.0,40.0,0,census_1994
private,White,?,35.0,13.0,40.0,0,census_1994
Private,  WHITE  ,male,39.0,9.0,40.0,0,census_1994
Private,white,MALE,25.0,13.0,40.0,0,census_1994
Self-emp-not-inc,White,Male,43.0,10.0,84.0,0,census_1994
private,White,MALE,29.0,11.0,40.0,0,census_1994
Private,White,male,25.0,13.0,40.0,0,census_1994
Local-gov,White, Male,54.0,13.0,50.0,0,census_1994
Private,White,MALE,26.0,10.0,40.0,0,census_1994
private,white,MALE,61.0,10.0,25.0,0,census_1994
,Black,female,21.0,9.0,30.0,0,census_1994
private,Black,MALE,20.0,9.0,20.0,0,census_1994
,White,Female,29.0,7.0,48.0,"3,418",census_1994
Private,  WHITE  ,MALE,32.0,13.0,50.0,"4,064",census_1994
,White,M,68.0,9.0,35.0,0,census_1994
Federal-gov,  WHITE  ,Female,31.0,9.0,40.0,0,census_1994
 Private ,White,M,32.0,10.0,60.0,0,census_1994
 Private ,White,FEMALE,31.0,9.0,40.0,0,census_1994
,White,MALE,60.0,9.0,5.0,0,census_1994
Private,white,male,44.0,12.0,40.0,"7,688",census_1994
 Private ,  WHITE  , Male,58.0,9.0,30.0,"3,325",census_1994
 Private ,White, Female,35.0,10.0,40.0,0,census_1994
private,White,male,48.0,10.0,72.0,0,census_1994
Private,Asian-Pac-Islander, Female,59.0,6.0,40.0,0,census_1994
Self-emp-not-inc, White ,male,45.0,13.0,45.0,"14,084",census_1994
  PRIVATE  ,white,F,27.0,9.0,32.0,0,census_1994
Private,White,FEMALE,25.0,10.0,40.0,0,census_1994
Private,Black, Male,18.0,7.0,7.0,0,census_1994
, White ,unknown,19.0,10.0,20.0,0,census_1994
Private,White,MALE,41.0,9.0,40.0,0,census_1994
Self-emp-inc,White,M,35.0,14.0,50.0,0,census_1994
,White,,71.0,13.0,16.0,"3,456",census_1994
 Federal-gov ,White,M,38.0,14.0,40.0,0,census_1994
Private,White, Male,37.0,12.0,46.0,0,census_1994
, White ,MALE,75.0,4.0,50.0,0,census_1994
State-gov,White, Female,20.0,10.0,15.0,0,census_1994
Self-emp-inc,White,MALE,57.0,13.0,50.0,0,census_1994
private,White,M,40.0,10.0,44.0,0,census_1994
Private,White,unknown,24.0,13.0,30.0,0,census_1994
private,Black,female,52.0,10.0,37.0,0,census_1994
Private,White,Male,34.0,10.0,60.0,0,census_1994
Private,White,MALE,31.0,13.0,40.0,0,census_1994
, White , Female,19.0,10.0,30.0,0,census_1994
state-gov,  WHITE  ,MALE,42.0,14.0,38.0,0,census_1994
private, Other , Male,23.0,10.0,24.0,0,census_1994
,asian-pac-islander, Male,22.0,10.0,24.0,0,census_1994
Private,White,female,19.0,9.0,40.0,0,census_1994
private,white,MALE,34.0,13.0,40.0,0,census_1994
Private,White,M,42.0,13.0,80.0,0,census_1994
Federal-gov,black, Female,66.0,11.0,40.0,"3,273",census_1994
private, White ,Male,34.0,14.0,60.0,"27,828",census_1994
 Private ,  WHITE  ,male,21.0,9.0,40.0,0,census_1994
Local-gov,  BLACK  ,MALE,34.0,7.0,40.0,0,census_1994
Private,White,male,34.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,42.0,13.0,44.0,0,census_1994
  SELF-EMP-NOT-INC  ,white,Male,24.0,13.0,40.0,0,census_1994
Private,White,Male,23.0,10.0,30.0,0,census_1994
Private,  WHITE  ,FEMALE,26.0,13.0,40.0,0,census_1994
Private,white,,61.0,13.0,50.0,0,census_1994
Private,White,MALE,55.0,10.0,24.0,0,census_1994
  PRIVATE  ,White,unknown,52.0,3.0,40.0,0,census_1994
Private,White,Female,46.0,10.0,20.0,0,census_1994
Self-emp-not-inc,White, Male,27.0,10.0,60.0,0,census_1994
private,  WHITE  , Male,39.0,11.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,female,35.0,9.0,55.0,0,census_1994
Private, White ,male,34.0,10.0,44.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,27.0,13.0,50.0,0,census_1994
Federal-gov,White,Female,29.0,13.0,40.0,0,census_1994
Private,White,M,39.0,12.0,40.0,0,census_1994
State-gov, White ,F,34.0,10.0,40.0,0,census_1994
private,white,FEMALE,67.0,10.0,25.0,0,census_1994
Private,white,Female,42.0,10.0,40.0,0,census_1994
 Self-emp-not-inc ,  WHITE  ,M,33.0,9.0,40.0,0,census_1994
Private,  WHITE  ,female,29.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,26.0,14.0,25.0,0,census_1994
private,White,M,40.0,10.0,68.0,0,census_1994
private,White, Male,24.0,9.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  , White ,M,61.0,9.0,20.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,MALE,55.0,14.0,10.0,"4,386",census_1994
 Private ,White,Male,36.0,13.0,40.0,0,census_1994
Private,White, Male,39.0,9.0,55.0,0,census_1994
local-gov,White,Male,25.0,13.0,45.0,0,census_1994
Federal-gov,Black,male,58.0,13.0,40.0,0,census_1994
Self-emp-not-inc,White,F,18.0,7.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,M,33.0,10.0,50.0,0,census_1994
  PRIVATE  ,White, Female,26.0,10.0,40.0,0,census_1994
Private,White,,31.0,13.0,70.0,0,census_1994
Local-gov, White ,Female,42.0,11.0,50.0,0,census_1994
Private,  WHITE  ,Male,53.0,9.0,40.0,0,census_1994
Private,White,FEMALE,33.0,9.0,52.0,0,census_1994
Private,  WHITE  , Female,46.0,12.0,40.0,0,census_1994
Private,White,M,28.0,6.0,50.0,0,census_1994
Federal-gov,White,M,29.0,9.0,40.0,0,census_1994
private,  WHITE  ,female,40.0,11.0,50.0,0,census_1994
 Private ,White,FEMALE,24.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White,M,32.0,10.0,50.0,0,census_1994
Private,White,,23.0,9.0,40.0,0,census_1994
 Private ,White,F,22.0,10.0,30.0,0,census_1994
Self-emp-inc, White , Male,50.0,13.0,60.0,0,census_1994
self-emp-inc,white,female,63.0,10.0,60.0,"14,084",census_1994
State-gov, White ,Male,37.0,9.0,40.0,0,census_1994
  LOCAL-GOV  ,White,FEMALE,23.0,9.0,40.0,0,census_1994
,White,Male,22.0,10.0,40.0,0,census_1994
 Private ,White,Female,46.0,12.0,50.0,0,census_1994
Private,White,male,59.0,10.0,60.0,0,census_1994
Private,White,Female,40.0,10.0,40.0,0,census_1994
Private,  WHITE  ,male,26.0,13.0,40.0,0,census_1994
Federal-gov,White, Male,30.0,13.0,40.0,0,census_1994
Private,White, Female,49.0,13.0,45.0,0,census_1994
state-gov,White,F,21.0,10.0,40.0,0,census_1994
  PRIVATE  , White ,MALE,25.0,9.0,40.0,0,census_1994
Private, White ,Female,39.0,13.0,40.0,0,census_1994
Private,Black,female,17.0,6.0,15.0,0,census_1994
private,  BLACK  ,male,27.0,9.0,40.0,0,census_1994
Private,White,Female,28.0,9.0,60.0,0,census_1994
Private, White ,Female,59.0,13.0,40.0,0,census_1994
,white,F,18.0,8.0,12.0,0,census_1994
Private,White,M,46.0,13.0,40.0,0,census_1994
private,White,MALE,42.0,16.0,50.0,0,census_1994
State-gov,White,F,45.0,10.0,40.0,0,census_1994
Private,White,male,25.0,13.0,45.0,0,census_1994
self-emp-not-inc,White,Male,41.0,11.0,65.0,0,census_1994
Private,White,?,55.0,11.0,40.0,0,census_1994
Private,White, Male,37.0,9.0,50.0,0,census_1994
private,White, Female,69.0,9.0,12.0,"1,848",census_1994
Self-emp-not-inc,White,Male,56.0,9.0,35.0,0,census_1994
Private,White,Female,22.0,13.0,40.0,0,census_1994
  PRIVATE  ,  ASIAN-PAC-ISLANDER  ,MALE,27.0,7.0,35.0,0,census_1994
Local-gov,White,Male,47.0,9.0,40.0,"4,386",census_1994
Private,White,Female,19.0,10.0,40.0,0,census_1994
Private,White,male,45.0,13.0,45.0,0,census_1994
Self-emp-not-inc,White, Male,23.0,10.0,40.0,0,census_1994
 Private ,Amer-Indian-Eskimo,M,23.0,13.0,40.0,0,census_1994
, White ,FEMALE,25.0,7.0,40.0,0,census_1994
Private,White, Male,19.0,9.0,40.0,0,census_1994
  PRIVATE  , White ,FEMALE,21.0,11.0,20.0,0,census_1994
Self-emp-not-inc,White,Male,67.0,16.0,35.0,"10,605",census_1994
  PRIVATE  ,White,Female,45.0,13.0,42.0,0,census_1994
  PRIVATE  ,White,MALE,22.0,4.0,35.0,0,census_1994
Self-emp-not-inc,White,Male,44.0,3.0,40.0,0,census_1994
private,White,MALE,23.0,7.0,40.0,0,census_1994
Self-emp-not-inc,White,FEMALE,25.0,10.0,22.0,0,census_1994
Local-gov,  WHITE  ,female,54.0,10.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,39.0,10.0,25.0,0,census_1994
Private,White,female,18.0,8.0,45.0,0,census_1994
Private,White,F,55.0,9.0,30.0,0,census_1994
Private,white, Female,20.0,10.0,28.0,0,census_1994
Private,white,M,31.0,10.0,50.0,0,census_1994
 Private ,Amer-Indian-Eskimo, Female,36.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,23.0,8.0,46.0,0,census_1994
 Private ,White, Male,58.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,Male,40.0,11.0,50.0,0,census_1994
Private,white, Female,29.0,13.0,50.0,0,census_1994
private,White,,33.0,10.0,45.0,0,census_1994
State-gov, White , Male,32.0,13.0,45.0,0,census_1994
private,  WHITE  , Female,49.0,9.0,35.0,0,census_1994
,  WHITE  ,F,47.0,14.0,35.0,0,census_1994
,white,female,29.0,11.0,40.0,0,census_1994
 Private ,White,Male,36.0,15.0,50.0,0,census_1994
private,White,MALE,20.0,10.0,40.0,0,census_1994
Private,White,M,48.0,9.0,55.0,0,census_1994
Self-emp-not-inc, White ,Male,49.0,9.0,70.0,0,census_1994
  PRIVATE  ,White,M,26.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,56.0,13.0,50.0,0,census_1994
Private,white,FEMALE,17.0,7.0,20.0,0,census_1994
Self-emp-not-inc,White, Male,42.0,12.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,Male,49.0,13.0,60.0,0,census_1994
 Private ,White,male,30.0,10.0,50.0,"8,614",census_1994
private, Black , Male,54.0,14.0,40.0,0,census_1994
,White,male,17.0,6.0,6.0,0,census_1994
private,White,female,47.0,10.0,44.0,0,census_1994
Private,White, Female,40.0,9.0,30.0,0,census_1994
private,white,F,23.0,13.0,40.0,0,census_1994
Private, White , Male,24.0,4.0,40.0,0,census_1994
State-gov, Black ,female,50.0,9.0,40.0,0,census_1994
Private,White,male,39.0,9.0,40.0,0,census_1994
  LOCAL-GOV  ,White,F,46.0,13.0,43.0,0,census_1994
Private,  WHITE  ,M,50.0,9.0,50.0,0,census_1994
Private, White ,M,26.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Female,41.0,14.0,55.0,0,census_1994
Private,  WHITE  ,FEMALE,25.0,13.0,40.0,0,census_1994
 Private ,  WHITE  ,male,29.0,12.0,40.0,0,census_1994
Local-gov,Amer-Indian-Eskimo,FEMALE,40.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,Male,62.0,9.0,40.0,0,census_1994
,  WHITE  ,Male,22.0,10.0,36.0,0,census_1994
  LOCAL-GOV  ,White,male,65.0,9.0,45.0,"6,418",census_1994
  LOCAL-GOV  ,White,male,58.0,14.0,35.0,0,census_1994
  PRIVATE  ,White,Male,29.0,11.0,40.0,0,census_1994
  PRIVATE  ,White, Male,30.0,13.0,60.0,0,census_1994
Private,  WHITE  ,F,25.0,13.0,45.0,0,census_1994
Private,Black, Female,41.0,10.0,40.0,0,census_1994
Private,White,MALE,36.0,9.0,40.0,0,census_1994
  PRIVATE  , Asian-Pac-Islander ,Male,21.0,10.0,20.0,0,census_1994
self-emp-inc,White,Female,67.0,9.0,40.0,"15,831",census_1994
Private,White,MALE,44.0,12.0,42.0,0,census_1994
Private,White,M,48.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,Male,42.0,16.0,40.0,0,census_1994
State-gov,black,FEMALE,55.0,10.0,37.0,0,census_1994
Private,White,M,44.0,15.0,55.0,0,census_1994
State-gov, White , Male,41.0,9.0,55.0,0,census_1994
Private,  WHITE  ,female,26.0,12.0,15.0,0,census_1994
Private,White,M,25.0,6.0,40.0,0,census_1994
Private,White,Male,40.0,11.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,MALE,34.0,9.0,60.0,0,census_1994
 Private ,white,MALE,24.0,8.0,50.0,0,census_1994
Private, White ,MALE,34.0,11.0,40.0,0,census_1994
Private,white,Male,50.0,14.0,50.0,0,census_1994
  STATE-GOV  ,Black,FEMALE,27.0,13.0,60.0,0,census_1994
,White,male,69.0,5.0,20.0,0,census_1994
private,White,F,40.0,9.0,35.0,0,census_1994
,White, Male,56.0,10.0,40.0,0,census_1994
Private,  BLACK  ,M,21.0,9.0,25.0,0,census_1994
Private,white,FEMALE,27.0,13.0,35.0,0,census_1994
Private,Other, Female,18.0,5.0,32.0,0,census_1994
Self-emp-not-inc,  WHITE  ,male,71.0,4.0,50.0,0,census_1994
Private,White,Male,33.0,9.0,60.0,0,census_1994
Private,Black, Male,38.0,9.0,40.0,0,census_1994
State-gov,White,Male,56.0,13.0,48.0,0,census_1994
,White,MALE,32.0,9.0,24.0,0,census_1994
Private,White, Male,71.0,15.0,12.0,0,census_1994
Private,White,Male,39.0,9.0,40.0,0,census_1994
Local-gov,  WHITE  , Male,34.0,10.0,40.0,0,census_1994
Private,White, Male,22.0,7.0,40.0,0,census_1994
  PRIVATE  ,White,M,23.0,9.0,40.0,0,census_1994
Self-emp-inc,White,male,43.0,13.0,60.0,"15,024",census_1994
  PRIVATE  ,  WHITE  ,M,40.0,12.0,40.0,0,census_1994
,White,M,71.0,9.0,70.0,0,census_1994
 Private , White ,MALE,41.0,13.0,40.0,0,census_1994
Private, White ,MALE,23.0,9.0,54.0,0,census_1994
Private,white,unknown,30.0,13.0,40.0,0,census_1994
private,White,F,47.0,7.0,45.0,0,census_1994
,white,male,20.0,10.0,45.0,0,census_1994
  LOCAL-GOV  , White ,FEMALE,63.0,10.0,35.0,0,census_1994
,White, Male,53.0,9.0,40.0,0,census_1994
 Private ,White,MALE,33.0,10.0,58.0,0,census_1994
private,  BLACK  ,female,27.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,MALE,33.0,9.0,60.0,0,census_1994
Local-gov,White,FEMALE,26.0,13.0,35.0,"4,865",census_1994
private,white,male,31.0,5.0,40.0,0,census_1994
,  WHITE  ,F,61.0,13.0,40.0,0,census_1994
Self-emp-inc,White,unknown,57.0,10.0,60.0,0,census_1994
Local-gov, White ,F,71.0,14.0,40.0,0,census_1994
State-gov,amer-indian-eskimo,MALE,43.0,14.0,35.0,0,census_1994
,White,MALE,55.0,14.0,18.0,0,census_1994
State-gov,  WHITE  ,M,53.0,9.0,40.0,0,census_1994
Local-gov,  AMER-INDIAN-ESKIMO  ,unknown,33.0,13.0,60.0,0,census_1994
Local-gov,white,male,46.0,9.0,96.0,"7,688",census_1994
Private,white, Male,21.0,6.0,40.0,0,census_1994
Local-gov,White,?,25.0,13.0,40.0,0,census_1994
Private,White,Female,18.0,7.0,16.0,0,census_1994
private,white, Male,17.0,6.0,15.0,0,census_1994
private,White, Male,26.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,35.0,9.0,55.0,0,census_1994
Private,white,male,38.0,2.0,40.0,0,census_1994
Private,White,FEMALE,23.0,10.0,40.0,0,census_1994
Private,white,female,38.0,9.0,40.0,0,census_1994
  PRIVATE  ,white,Male,37.0,12.0,40.0,0,census_1994
Private, White ,M,28.0,10.0,45.0,0,census_1994
Private,Black, Male,38.0,13.0,55.0,0,census_1994
federal-gov,White,male,33.0,13.0,50.0,0,census_1994
Private,White,M,26.0,13.0,72.0,0,census_1994
Private,White,MALE,52.0,5.0,40.0,0,census_1994
Private,Black,M,35.0,12.0,30.0,0,census_1994
private,White, Male,30.0,9.0,40.0,0,census_1994
Self-emp-inc,White,Female,39.0,12.0,20.0,0,census_1994
Private,White,Male,62.0,9.0,40.0,0,census_1994
Private,White,unknown,30.0,11.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,MALE,56.0,10.0,40.0,0,census_1994
Private,  WHITE  ,male,22.0,11.0,44.0,0,census_1994
Private,white,,32.0,10.0,40.0,0,census_1994
Local-gov,White,M,44.0,12.0,40.0,0,census_1994
Self-emp-not-inc,white,Female,23.0,13.0,40.0,0,census_1994
private,White,male,47.0,16.0,50.0,0,census_1994
 Private ,white, Male,39.0,9.0,40.0,0,census_1994
 Private ,  BLACK  ,Male,41.0,13.0,40.0,0,census_1994
  PRIVATE  ,Black,,39.0,9.0,40.0,0,census_1994
Private, White ,female,23.0,12.0,25.0,0,census_1994
Private,  WHITE  ,male,29.0,13.0,40.0,"5,013",census_1994
Private,  WHITE  ,M,27.0,13.0,60.0,0,census_1994
  PRIVATE  ,White,F,61.0,9.0,40.0,0,census_1994
private,Black,male,42.0,6.0,40.0,0,census_1994
 Private ,white,Female,25.0,5.0,40.0,0,census_1994
  PRIVATE  ,White,?,44.0,14.0,50.0,0,census_1994
Private,White,F,27.0,10.0,30.0,0,census_1994
Private,  WHITE  , Male,35.0,9.0,60.0,0,census_1994
private,  WHITE  ,male,33.0,9.0,45.0,0,census_1994
Private,Black,FEMALE,60.0,4.0,15.0,0,census_1994
Private, White ,M,152.0,10.0,50.0,0,census_1994
 Private ,White,FEMALE,31.0,10.0,30.0,0,census_1994
Private,  WHITE  ,Male,28.0,6.0,40.0,0,census_1994
Private,Black,FEMALE,37.0,13.0,40.0,0,census_1994
Private,White,FEMALE,44.0,10.0,40.0,0,census_1994
Private,White,MALE,24.0,4.0,24.0,0,census_1994
Private,White,F,75.0,6.0,70.0,0,census_1994
private,White,male,47.0,12.0,40.0,0,census_1994
Self-emp-inc,black,male,50.0,14.0,50.0,0,census_1994
local-gov,Black,female,45.0,13.0,60.0,0,census_1994
Private,White,?,-2.0,10.0,40.0,0,census_1994
Private,White, Male,73.0,11.0,60.0,"25,124",census_1994
Private,white,M,38.0,9.0,45.0,"3,137",census_1994
Private,white,male,50.0,11.0,45.0,0,census_1994
 Private ,White, Male,33.0,11.0,45.0,0,census_1994
 Private ,  BLACK  ,female,31.0,10.0,40.0,0,census_1994
private, White ,Male,52.0,13.0,38.0,0,census_1994
,White,female,57.0,11.0,38.0,0,census_1994
Local-gov,White, Female,46.0,16.0,52.0,0,census_1994
,White,Male,62.0,9.0,40.0,0,census_1994
Private,white,?,62.0,3.0,24.0,0,census_1994
Private,  WHITE  ,male,24.0,13.0,45.0,0,census_1994
Private,  AMER-INDIAN-ESKIMO  ,male,22.0,10.0,40.0,0,census_1994
self-emp-not-inc,  WHITE  ,Male,39.0,9.0,40.0,0,census_1994
Private,Asian-Pac-Islander, Female,28.0,9.0,40.0,0,census_1994
  LOCAL-GOV  , White ,male,18.0,7.0,12.0,0,census_1994
  PRIVATE  ,White,unknown,23.0,13.0,70.0,"8,614",census_1994
Private,white,,40.0,9.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  , Female,48.0,11.0,50.0,0,census_1994
Self-emp-inc,White,female,55.0,9.0,50.0,0,census_1994
  PRIVATE  ,white,Female,24.0,10.0,30.0,0,census_1994
private,White,female,32.0,13.0,50.0,0,census_1994
Self-emp-inc,white,FEMALE,34.0,13.0,40.0,0,census_1994
Private, White ,female,52.0,10.0,40.0,0,census_1994
  PRIVATE  ,white, Female,60.0,9.0,40.0,0,census_1994
Private,White,Female,29.0,13.0,50.0,0,census_1994
  SELF-EMP-INC  , White ,M,51.0,10.0,40.0,0,census_1994
Private,White,MALE,42.0,11.0,40.0,0,census_1994
private,White,Female,22.0,9.0,40.0,0,census_1994
Private,White,FEMALE,34.0,14.0,50.0,0,census_1994
  PRIVATE  ,White,FEMALE,25.0,13.0,60.0,0,census_1994
Private,White, Male,34.0,11.0,40.0,0,census_1994
Private,White, Female,53.0,13.0,28.0,0,census_1994
Private,white,Male,53.0,13.0,40.0,0,census_1994
Private,White,MALE,48.0,5.0,40.0,0,census_1994
Private,  WHITE  ,male,26.0,9.0,40.0,0,census_1994
private,  WHITE  ,female,19.0,10.0,9.0,0,census_1994
 State-gov ,White,F,42.0,10.0,40.0,0,census_1994
private,White,male,29.0,9.0,50.0,0,census_1994
Private,white,M,22.0,4.0,40.0,0,census_1994
Private,  WHITE  ,male,51.0,13.0,45.0,0,census_1994
Private,White,M,47.0,2.0,40.0,0,census_1994
Local-gov,  WHITE  , Female,52.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,F,44.0,9.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,FEMALE,35.0,13.0,40.0,0,census_1994
Private,white,F,56.0,10.0,45.0,"3,325",census_1994
,black,female,67.0,6.0,35.0,0,census_1994
private,White,F,26.0,9.0,40.0,0,census_1994
 Private ,White,MALE,26.0,10.0,40.0,0,census_1994
  PRIVATE  , White ,female,51.0,9.0,40.0,0,census_1994
Private,Other,male,23.0,5.0,55.0,0,census_1994
Federal-gov,White,Female,35.0,13.0,40.0,0,census_1994
 Federal-gov ,White,FEMALE,43.0,13.0,40.0,0,census_1994
Local-gov,White,F,39.0,9.0,40.0,0,census_1994
Private,  BLACK  ,Female,34.0,9.0,40.0,0,census_1994
Private,white,Male,20.0,10.0,40.0,0,census_1994
private,  WHITE  ,FEMALE,31.0,9.0,99.0,0,census_1994
Private,White,F,25.0,13.0,25.0,0,census_1994
Private,White, Male,61.0,4.0,40.0,"7,688",census_1994
private,Asian-Pac-Islander,female,22.0,12.0,30.0,0,census_1994
Private,White, Male,51.0,5.0,40.0,0,census_1994
Private,White, Female,43.0,10.0,50.0,0,census_1994
  PRIVATE  ,Black,female,41.0,9.0,60.0,0,census_1994
private,White, Female,35.0,9.0,30.0,0,census_1994
Private,White,Female,17.0,8.0,30.0,0,census_1994
Private, White ,male,49.0,13.0,60.0,0,census_1994
  PRIVATE  ,Black,Male,44.0,9.0,40.0,0,census_1994
Private,White,M,47.0,9.0,40.0,"5,178",census_1994
