workclass,race,sex,age,education_num,hours_per_week,capital_gain
Self-emp-not-inc,White,Male,24.0,13.0,25.0,0.0
Private,White,Male,23.0,6.0,40.0,0.0
Private,White,Male,22.0,10.0,30.0,0.0
Private,White,Male,38.0,9.0,40.0,0.0
Private,White,Female,43.0,9.0,35.0,0.0
Private,White,Female,25.0,10.0,40.0,0.0
Private,White,Male,35.0,10.0,40.0,0.0
Private,White,Female,21.0,10.0,25.0,0.0
Federal-gov,White,Male,30.0,9.0,40.0,0.0
Local-gov,Black,Female,49.0,13.0,35.0,7688.0
Private,White,Male,73.0,9.0,16.0,0.0
Private,White,Female,36.0,9.0,40.0,0.0
State-gov,White,Male,32.0,14.0,10.0,0.0
Private,White,Male,37.0,14.0,50.0,0.0
Private,White,Male,31.0,9.0,40.0,5013.0
Private,Black,Female,38.0,9.0,30.0,0.0
Private,White,Male,44.0,6.0,40.0,0.0
Private,Black,Male,23.0,9.0,60.0,0.0
Private,White,Male,39.0,13.0,40.0,3464.0
Private,Other,Female,50.0,9.0,60.0,0.0
Private,White,Female,36.0,9.0,40.0,1831.0
Self-emp-not-inc,White,Male,65.0,5.0,45.0,0.0
Private,Other,Male,32.0,3.0,45.0,0.0
Self-emp-inc,White,Male,50.0,13.0,40.0,0.0
Private,White,Female,19.0,9.0,40.0,0.0
Private,White,Female,32.0,7.0,40.0,0.0
Federal-gov,Asian-Pac-Islander,Male,43.0,13.0,40.0,0.0
Private,Black,Male,43.0,9.0,40.0,0.0
Private,White,Female,64.0,10.0,35.0,10566.0
Private,White,Male,19.0,10.0,14.0,0.0
Private,White,Female,27.0,9.0,32.0,0.0
Private,White,Female,18.0,10.0,40.0,0.0
Private,White,Male,44.0,10.0,50.0,0.0
Private,White,Male,20.0,10.0,30.0,0.0
Self-emp-not-inc,White,Female,27.0,10.0,50.0,0.0
Private,White,Male,56.0,9.0,40.0,0.0
Private,White,Female,59.0,10.0,48.0,0.0
State-gov,White,Male,50.0,16.0,40.0,15024.0
Private,White,Female,31.0,13.0,72.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,40.0,9.0,40.0,0.0
Private,White,Male,48.0,14.0,55.0,0.0
Private,White,Male,42.0,16.0,40.0,0.0
Private,Black,Male,54.0,9.0,50.0,0.0
Private,White,Male,37.0,9.0,70.0,0.0
Private,White,Female,23.0,9.0,24.0,0.0
Self-emp-not-inc,White,Male,47.0,16.0,35.0,0.0
Local-gov,White,Male,33.0,14.0,40.0,0.0
State-gov,White,Female,48.0,10.0,40.0,0.0
Private,White,Female,32.0,9.0,50.0,0.0
Private,White,Male,31.0,10.0,55.0,0.0
Private,White,Male,28.0,13.0,50.0,0.0
Private,Black,Female,23.0,10.0,40.0,0.0
Private,Black,Male,50.0,9.0,40.0,0.0
Self-emp-not-inc,Amer-Indian-Eskimo,Female,49.0,10.0,40.0,0.0
Self-emp-not-inc,White,Male,31.0,10.0,40.0,0.0
State-gov,White,Male,36.0,13.0,40.0,15024.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Female,42.0,14.0,40.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,20.0,10.0,40.0,0.0
Private,White,Male,24.0,11.0,40.0,0.0
Private,White,Male,50.0,9.0,15.0,0.0
Local-gov,White,Female,44.0,9.0,40.0,0.0
Private,White,Female,23.0,13.0,40.0,0.0
State-gov,White,Male,21.0,10.0,35.0,0.0
Private,Black,Male,38.0,10.0,50.0,0.0
Private,White,Female,66.0,9.0,40.0,0.0
Private,White,Male,34.0,12.0,50.0,0.0
Private,White,Male,24.0,8.0,40.0,0.0
Local-gov,White,Male,42.0,9.0,90.0,0.0
Private,White,Male,27.0,9.0,40.0,0.0
Private,White,Male,34.0,6.0,45.0,0.0
Self-emp-not-inc,White,Male,49.0,10.0,44.0,0.0
Private,White,Male,27.0,9.0,40.0,0.0
Private,White,Male,26.0,10.0,40.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,30.0,9.0,40.0,0.0
Private,White,Male,44.0,9.0,60.0,0.0
State-gov,Asian-Pac-Islander,Male,56.0,16.0,40.0,2885.0
Private,Black,Male,33.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,50.0,13.0,20.0,0.0
Private,White,Male,20.0,9.0,30.0,0.0
Private,White,Male,42.0,13.0,45.0,7298.0
Private,White,Male,21.0,9.0,40.0,0.0
Local-gov,White,Male,48.0,13.0,55.0,0.0
Private,White,Male,40.0,9.0,45.0,0.0
Private,Black,Female,51.0,9.0,38.0,3411.0
Private,White,Male,28.0,7.0,50.0,0.0
Private,White,Male,43.0,13.0,50.0,0.0
Self-emp-not-inc,White,Male,41.0,9.0,40.0,99999.0
Self-emp-not-inc,White,Male,51.0,3.0,40.0,0.0
Self-emp-not-inc,White,Female,19.0,10.0,16.0,0.0
Private,White,Female,25.0,13.0,35.0,0.0
State-gov,White,Male,32.0,13.0,45.0,0.0
Private,White,Male,22.0,6.0,40.0,0.0
Private,White,Male,34.0,13.0,50.0,2463.0
Private,White,Male,41.0,10.0,50.0,0.0
Private,Black,Female,32.0,10.0,40.0,0.0
Private,White,Male,23.0,3.0,55.0,0.0
Private,Black,Male,36.0,9.0,40.0,0.0
Self-emp-inc,Black,Male,41.0,11.0,40.0,0.0
Private,White,Male,43.0,10.0,45.0,0.0
Private,White,Male,20.0,7.0,60.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Federal-gov,White,Male,48.0,9.0,40.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,White,Female,46.0,16.0,65.0,25236.0
Private,Asian-Pac-Islander,Male,44.0,14.0,48.0,0.0
Local-gov,White,Female,33.0,14.0,40.0,0.0
Private,Black,Female,47.0,13.0,35.0,0.0
Self-emp-not-inc,White,Male,33.0,9.0,40.0,0.0
Self-emp-inc,White,Female,34.0,13.0,40.0,0.0
Private,White,Male,18.0,8.0,12.0,0.0
Private,White,Male,18.0,9.0,20.0,0.0
State-gov,White,Female,50.0,9.0,37.0,0.0
Private,White,Female,58.0,5.0,40.0,0.0
Self-emp-inc,White,Female,49.0,10.0,32.0,0.0
Private,White,Female,31.0,9.0,30.0,0.0
Private,White,Female,48.0,13.0,40.0,0.0
Private,White,Male,58.0,13.0,38.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Female,49.0,9.0,35.0,0.0
Local-gov,White,Female,31.0,13.0,40.0,0.0
Self-emp-inc,White,Male,18.0,7.0,15.0,0.0
Private,White,Male,46.0,10.0,40.0,0.0
Local-gov,White,Male,44.0,9.0,40.0,0.0
Private,White,Male,48.0,9.0,40.0,0.0
Private,White,Male,45.0,10.0,52.0,0.0
Private,White,Male,23.0,9.0,45.0,0.0
Private,White,Female,64.0,10.0,40.0,0.0
Private,White,Male,49.0,10.0,45.0,14344.0
Self-emp-not-inc,White,Male,24.0,10.0,60.0,0.0
Private,White,Female,20.0,10.0,20.0,2597.0
Self-emp-not-inc,Black,Male,31.0,10.0,40.0,4650.0
State-gov,Black,Female,30.0,9.0,40.0,0.0
Self-emp-not-inc,Other,Male,40.0,3.0,8.0,0.0
Self-emp-not-inc,Black,Male,31.0,13.0,40.0,0.0
Private,White,Male,46.0,2.0,40.0,0.0
Private,White,Male,58.0,9.0,30.0,3325.0
Self-emp-not-inc,White,Male,55.0,14.0,40.0,7298.0
Private,White,Male,47.0,10.0,40.0,7298.0
Federal-gov,White,Male,50.0,6.0,56.0,0.0
Private,White,Female,51.0,11.0,43.0,0.0
Private,White,Male,54.0,10.0,60.0,0.0
Self-emp-inc,White,Male,30.0,10.0,36.0,0.0
Self-emp-inc,White,Male,38.0,9.0,50.0,0.0
Private,White,Female,26.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,57.0,13.0,60.0,0.0
Self-emp-inc,Asian-Pac-Islander,Male,39.0,14.0,99.0,0.0
Private,White,Male,30.0,10.0,48.0,0.0
State-gov,White,Male,42.0,9.0,,0.0
State-gov,White,Male,37.0,9.0,40.0,0.0
Private,Other,Male,24.0,9.0,40.0,0.0
Self-emp-not-inc,Black,Female,36.0,13.0,40.0,0.0
Private,White,Male,54.0,6.0,68.0,14344.0
Private,White,Male,58.0,6.0,40.0,0.0
Private,White,Female,43.0,9.0,45.0,0.0
Private,White,Male,58.0,11.0,40.0,0.0
Private,White,Male,42.0,13.0,40.0,0.0
Private,White,Female,42.0,9.0,40.0,0.0
Federal-gov,White,Female,37.0,14.0,50.0,27828.0
Private,White,Female,21.0,7.0,38.0,0.0
Private,White,Female,34.0,9.0,40.0,0.0
Local-gov,White,Male,47.0,14.0,60.0,0.0
Private,White,Male,59.0,10.0,40.0,0.0
Local-gov,White,Male,32.0,10.0,40.0,0.0
Private,White,Male,54.0,10.0,45.0,0.0
Private,White,Male,42.0,10.0,60.0,0.0
Self-emp-not-inc,White,Male,55.0,13.0,40.0,0.0
Local-gov,White,Female,51.0,5.0,38.0,0.0
Private,White,Female,39.0,9.0,40.0,0.0
Self-emp-inc,White,Male,44.0,13.0,45.0,99999.0
Private,White,Male,42.0,10.0,55.0,99999.0
State-gov,White,Male,38.0,10.0,40.0,7688.0
Private,Black,Female,23.0,9.0,7.0,0.0
Local-gov,White,Female,65.0,9.0,40.0,0.0
Self-emp-not-inc,Black,Male,46.0,13.0,23.0,0.0
Local-gov,White,Male,37.0,9.0,54.0,0.0
Private,White,Female,28.0,7.0,40.0,0.0
Self-emp-inc,White,Male,42.0,13.0,60.0,0.0
Private,White,Male,36.0,13.0,45.0,0.0
Private,White,Male,35.0,10.0,35.0,4064.0
Private,Other,Female,34.0,5.0,40.0,0.0
Local-gov,White,Female,39.0,9.0,40.0,0.0
Private,White,Female,33.0,14.0,10.0,5178.0
Private,Black,Female,38.0,10.0,40.0,0.0
Private,White,Female,43.0,10.0,40.0,0.0
Private,White,Male,43.0,9.0,40.0,0.0
Private,White,Male,49.0,2.0,,0.0
Private,White,Male,22.0,10.0,40.0,2407.0
Private,White,Male,34.0,9.0,40.0,0.0
Private,White,Female,22.0,12.0,40.0,0.0
Private,White,Male,20.0,9.0,60.0,0.0
Private,White,Male,50.0,10.0,40.0,0.0
Private,White,Male,24.0,4.0,40.0,0.0
Private,White,Female,44.0,13.0,32.0,0.0
Private,White,Male,50.0,9.0,40.0,0.0
Self-emp-not-inc,Asian-Pac-Islander,Female,36.0,13.0,8.0,0.0
Private,White,Male,36.0,13.0,35.0,0.0
Private,Black,Male,37.0,10.0,40.0,0.0
Private,White,Male,17.0,8.0,15.0,0.0
Private,White,Male,58.0,13.0,47.0,0.0
Private,White,Male,31.0,3.0,40.0,0.0
Private,Black,Male,35.0,13.0,40.0,0.0
Private,White,Male,20.0,10.0,,0.0
Private,Black,Female,24.0,10.0,40.0,0.0
Private,White,Male,69.0,10.0,50.0,20051.0
Self-emp-inc,White,Male,54.0,10.0,40.0,0.0
Private,White,Male,37.0,7.0,40.0,0.0
Private,White,Female,18.0,7.0,25.0,0.0
Private,White,Male,23.0,13.0,40.0,0.0
Private,White,Female,17.0,6.0,23.0,0.0
Private,White,Female,56.0,9.0,40.0,0.0
Private,White,Female,19.0,9.0,15.0,0.0
Private,Black,Female,61.0,4.0,21.0,0.0
Private,White,Male,38.0,9.0,40.0,0.0
Private,White,Male,47.0,6.0,40.0,0.0
Private,White,Male,52.0,15.0,40.0,0.0
Private,White,Female,28.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,88.0,7.0,40.0,6418.0
Private,White,Male,38.0,13.0,60.0,0.0
Private,White,Male,48.0,16.0,45.0,0.0
Private,White,Female,39.0,8.0,40.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Male,29.0,10.0,38.0,0.0
Local-gov,White,Male,40.0,12.0,40.0,0.0
State-gov,White,Male,47.0,13.0,80.0,0.0
Self-emp-inc,White,Male,26.0,10.0,40.0,0.0
Local-gov,Black,Male,24.0,9.0,35.0,0.0
Private,White,Male,36.0,9.0,45.0,0.0
Private,Black,Male,37.0,13.0,40.0,0.0
Private,White,Male,51.0,14.0,60.0,0.0
Private,White,Male,46.0,4.0,47.0,0.0
Private,White,Male,25.0,10.0,45.0,0.0
Private,White,Male,72.0,9.0,20.0,0.0
Private,White,Male,40.0,14.0,40.0,0.0
Private,White,Male,49.0,14.0,45.0,0.0
Private,White,Male,24.0,10.0,40.0,0.0
Private,White,Male,40.0,9.0,45.0,0.0
Private,White,Female,50.0,9.0,40.0,0.0
Private,White,Male,40.0,9.0,40.0,4064.0
Private,White,Male,34.0,9.0,25.0,0.0
Local-gov,White,Female,43.0,10.0,20.0,594.0
Private,White,Female,22.0,10.0,40.0,0.0
Private,White,Female,22.0,10.0,35.0,0.0
Self-emp-not-inc,White,Male,60.0,5.0,84.0,0.0
Self-emp-inc,White,Male,59.0,15.0,40.0,99999.0
Self-emp-inc,White,Male,38.0,13.0,70.0,0.0
Private,Asian-Pac-Islander,Male,43.0,10.0,40.0,0.0
Self-emp-inc,White,Male,47.0,9.0,50.0,0.0
Private,White,Female,41.0,8.0,10.0,0.0
Self-emp-inc,White,Male,56.0,4.0,50.0,0.0
Self-emp-inc,White,Male,58.0,16.0,24.0,0.0
Private,White,Male,25.0,12.0,45.0,0.0
State-gov,White,Male,46.0,10.0,40.0,0.0
Private,White,Female,76.0,4.0,40.0,0.0
Self-emp-not-inc,White,Male,54.0,11.0,16.0,0.0
Private,Asian-Pac-Islander,Female,25.0,13.0,40.0,0.0
Private,White,Male,42.0,13.0,44.0,0.0
Private,White,Male,19.0,9.0,45.0,0.0
Self-emp-not-inc,White,Male,47.0,10.0,40.0,0.0
Private,White,Female,37.0,10.0,30.0,0.0
Private,White,Male,48.0,11.0,40.0,0.0
Private,White,Male,43.0,9.0,40.0,0.0
Private,White,Female,26.0,10.0,40.0,0.0
Private,White,Female,20.0,10.0,40.0,0.0
Private,White,Male,55.0,9.0,60.0,0.0
Private,White,Female,30.0,10.0,40.0,0.0
Private,White,Male,36.0,10.0,45.0,0.0
Private,White,Female,29.0,6.0,40.0,0.0
Private,Black,Male,49.0,6.0,40.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,Black,Male,23.0,8.0,38.0,0.0
Private,White,Male,42.0,13.0,40.0,0.0
Private,White,Female,24.0,13.0,40.0,0.0
Private,White,Male,18.0,7.0,15.0,0.0
Private,White,Male,48.0,13.0,38.0,0.0
Private,White,Male,33.0,11.0,84.0,0.0
Private,White,Male,32.0,9.0,40.0,7688.0
Private,White,Male,40.0,13.0,45.0,0.0
Private,White,Female,17.0,6.0,20.0,0.0
Self-emp-not-inc,White,Male,56.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,37.0,9.0,40.0,0.0
State-gov,White,Male,43.0,9.0,38.0,0.0
Self-emp-not-inc,White,Male,58.0,13.0,70.0,0.0
Private,White,Male,48.0,2.0,52.0,0.0
Private,Black,Male,71.0,1.0,10.0,0.0
Private,White,Female,55.0,9.0,40.0,0.0
Private,White,Male,33.0,9.0,45.0,0.0
Private,White,Female,28.0,13.0,40.0,0.0
Private,White,Female,24.0,9.0,24.0,0.0
Private,White,Male,33.0,13.0,40.0,7298.0
Private,White,Female,66.0,13.0,8.0,0.0
Self-emp-inc,White,Male,61.0,9.0,40.0,0.0
Local-gov,White,Male,23.0,10.0,30.0,0.0
Self-emp-inc,White,Male,43.0,10.0,40.0,0.0
Local-gov,White,Male,29.0,10.0,40.0,0.0
Private,White,Female,31.0,11.0,40.0,0.0
Self-emp-not-inc,White,Male,66.0,9.0,40.0,0.0
Federal-gov,White,Male,30.0,10.0,48.0,0.0
State-gov,White,Male,47.0,11.0,48.0,0.0
Private,White,Male,55.0,13.0,40.0,0.0
Private,White,Male,17.0,7.0,5.0,0.0
Private,White,Female,45.0,9.0,38.0,0.0
Federal-gov,Asian-Pac-Islander,Female,26.0,15.0,20.0,0.0
Private,White,Female,23.0,13.0,45.0,0.0
Private,White,Male,36.0,9.0,48.0,0.0
Private,Asian-Pac-Islander,Female,22.0,12.0,30.0,0.0
Private,White,Male,30.0,9.0,40.0,5178.0
Private,White,Female,26.0,9.0,40.0,0.0
Private,Black,Male,22.0,9.0,80.0,0.0
Private,White,Male,60.0,10.0,40.0,15024.0
Self-emp-inc,White,Male,33.0,9.0,50.0,0.0
Private,White,Female,42.0,13.0,40.0,0.0
Private,White,Male,68.0,6.0,16.0,0.0
Private,White,Female,21.0,10.0,20.0,0.0
Private,White,Male,37.0,13.0,50.0,0.0
Local-gov,White,Female,60.0,13.0,45.0,0.0
Private,White,Male,50.0,6.0,40.0,0.0
Private,White,Male,21.0,9.0,40.0,0.0
Private,White,Female,17.0,6.0,40.0,0.0
Self-emp-not-inc,White,Female,46.0,9.0,40.0,0.0
Private,White,Female,64.0,9.0,40.0,0.0
Private,White,Male,30.0,13.0,40.0,0.0
Private,White,Male,56.0,13.0,40.0,0.0
Private,White,Female,34.0,6.0,38.0,0.0
Self-emp-not-inc,White,Male,56.0,9.0,48.0,0.0
Private,White,Male,29.0,9.0,60.0,0.0
Private,White,Male,27.0,3.0,75.0,0.0
Federal-gov,White,Male,33.0,13.0,38.0,0.0
Private,White,Male,65.0,9.0,30.0,0.0
Private,White,Male,59.0,11.0,45.0,0.0
Local-gov,White,Male,54.0,9.0,45.0,0.0
Private,White,Male,27.0,13.0,50.0,0.0
Private,White,Male,25.0,14.0,20.0,0.0
Private,White,Female,64.0,9.0,21.0,0.0
Private,White,Male,21.0,4.0,36.0,0.0
Private,White,Male,29.0,10.0,52.0,0.0
Private,White,Female,38.0,13.0,40.0,0.0
Private,White,Female,26.0,9.0,40.0,0.0
Self-emp-inc,White,Male,29.0,15.0,55.0,0.0
Private,White,Female,36.0,13.0,35.0,0.0
Private,White,Male,43.0,9.0,40.0,0.0
Private,White,Male,37.0,13.0,60.0,0.0
Local-gov,White,Male,55.0,14.0,40.0,0.0
Self-emp-inc,Black,Male,37.0,14.0,40.0,4787.0
Federal-gov,White,Male,52.0,13.0,45.0,0.0
Private,White,Male,53.0,10.0,32.0,0.0
Private,Black,Male,28.0,9.0,40.0,0.0
Private,White,Male,31.0,9.0,40.0,0.0
Self-emp-inc,White,Male,39.0,10.0,99.0,0.0
Local-gov,White,Male,49.0,9.0,40.0,0.0
Private,White,Male,55.0,5.0,60.0,10520.0
Private,White,Female,38.0,13.0,56.0,0.0
Self-emp-not-inc,White,Female,65.0,13.0,35.0,0.0
State-gov,White,Male,43.0,14.0,40.0,0.0
Federal-gov,Black,Female,37.0,10.0,40.0,0.0
Private,Black,Male,45.0,9.0,48.0,0.0
Private,Black,Male,44.0,10.0,38.0,0.0
Private,White,Male,46.0,10.0,50.0,0.0
Private,White,Male,61.0,10.0,18.0,15024.0
Private,White,Male,33.0,9.0,41.0,0.0
Private,White,Female,20.0,10.0,16.0,594.0
Private,White,Male,34.0,13.0,40.0,0.0
Self-emp-not-inc,Black,Female,54.0,6.0,10.0,0.0
Private,White,Male,27.0,13.0,40.0,0.0
Private,White,Female,20.0,9.0,40.0,0.0
Private,White,Male,17.0,5.0,20.0,0.0
Self-emp-inc,White,Male,43.0,10.0,70.0,0.0
Private,White,Male,30.0,9.0,40.0,5013.0
Private,White,Male,62.0,13.0,40.0,0.0
Private,White,Male,45.0,10.0,48.0,0.0
Private,White,Male,29.0,9.0,40.0,0.0
State-gov,White,Male,32.0,9.0,45.0,0.0
Private,White,Male,45.0,3.0,40.0,0.0
Self-emp-not-inc,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,31.0,7.0,40.0,0.0
Private,White,Female,24.0,13.0,40.0,0.0
Private,White,Female,25.0,12.0,40.0,0.0
Private,White,Female,17.0,7.0,35.0,0.0
Private,White,Male,48.0,10.0,40.0,0.0
Private,White,Female,37.0,9.0,50.0,0.0
Private,White,Male,29.0,14.0,40.0,0.0
Private,White,Male,30.0,9.0,40.0,0.0
Private,White,Female,20.0,10.0,20.0,0.0
Local-gov,White,Female,29.0,9.0,37.0,0.0
Private,White,Male,45.0,14.0,40.0,0.0
Private,White,Male,24.0,10.0,40.0,0.0
Private,White,Male,42.0,10.0,57.0,0.0
Private,White,Male,55.0,9.0,50.0,0.0
Private,White,Male,35.0,13.0,55.0,0.0
Private,White,Female,37.0,9.0,40.0,0.0
Private,White,Male,25.0,9.0,40.0,0.0
Private,White,Female,45.0,12.0,40.0,0.0
Private,White,Male,43.0,2.0,70.0,0.0
Self-emp-not-inc,White,Male,24.0,9.0,50.0,0.0
Private,White,Female,33.0,10.0,40.0,0.0
Private,White,Male,46.0,10.0,45.0,0.0
Private,Black,Male,23.0,11.0,40.0,0.0
Without-pay,White,Male,72.0,9.0,55.0,0.0
Private,White,Male,59.0,9.0,40.0,0.0
Private,White,Male,31.0,8.0,40.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,White,Female,66.0,14.0,20.0,0.0
State-gov,White,Male,34.0,14.0,40.0,0.0
Private,White,Female,62.0,9.0,32.0,0.0
Private,White,Male,73.0,11.0,60.0,25124.0
Private,White,Male,25.0,10.0,44.0,0.0
Private,White,Female,53.0,1.0,15.0,0.0
State-gov,White,Female,31.0,9.0,30.0,0.0
Private,White,Female,32.0,4.0,40.0,0.0
Private,White,Male,30.0,9.0,40.0,0.0
Private,White,Male,37.0,10.0,40.0,0.0
Private,White,Female,49.0,2.0,40.0,0.0
Private,White,Female,40.0,13.0,45.0,0.0
State-gov,White,Female,63.0,9.0,38.0,0.0
Private,Asian-Pac-Islander,Male,45.0,13.0,40.0,0.0
Private,Other,Female,36.0,2.0,40.0,0.0
Federal-gov,White,Male,60.0,9.0,40.0,0.0
Private,White,Male,31.0,10.0,40.0,0.0
Private,White,Male,47.0,9.0,55.0,0.0
Private,White,Female,60.0,9.0,30.0,0.0
Private,Amer-Indian-Eskimo,Female,34.0,11.0,27.0,0.0
Private,Amer-Indian-Eskimo,Female,31.0,9.0,40.0,0.0
Local-gov,White,Male,39.0,13.0,40.0,0.0
Private,White,Female,27.0,9.0,40.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,White,Female,45.0,10.0,40.0,0.0
Self-emp-inc,White,Male,46.0,10.0,40.0,0.0
State-gov,White,Female,43.0,9.0,40.0,0.0
Private,White,Male,46.0,13.0,40.0,0.0
Local-gov,Amer-Indian-Eskimo,Male,39.0,9.0,48.0,4650.0
Self-emp-not-inc,White,Male,42.0,13.0,45.0,0.0
Private,White,Male,29.0,13.0,40.0,0.0
Private,White,Male,34.0,9.0,50.0,0.0
Private,White,Male,47.0,13.0,43.0,0.0
Private,White,Male,40.0,11.0,50.0,13550.0
Private,White,Male,32.0,9.0,40.0,0.0
Federal-gov,White,Female,20.0,9.0,40.0,0.0
Private,White,Female,28.0,10.0,15.0,0.0
Federal-gov,White,Female,32.0,9.0,40.0,0.0
Private,White,Male,49.0,10.0,50.0,3325.0
Private,White,Male,17.0,7.0,30.0,0.0
State-gov,Black,Female,41.0,10.0,40.0,0.0
Private,White,Male,20.0,10.0,45.0,0.0
State-gov,White,Male,23.0,13.0,16.0,0.0
Private,White,Male,35.0,13.0,40.0,0.0
Private,White,Male,53.0,9.0,43.0,0.0
Private,White,Male,56.0,10.0,40.0,0.0
Private,White,Male,49.0,13.0,45.0,0.0
Self-emp-not-inc,White,Male,28.0,9.0,45.0,0.0
Private,Asian-Pac-Islander,Male,73.0,9.0,40.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,White,Male,40.0,13.0,40.0,0.0
Private,White,Male,58.0,9.0,39.0,4787.0
Private,White,Female,60.0,13.0,42.0,0.0
Private,White,Male,19.0,10.0,40.0,0.0
Private,White,Female,40.0,13.0,60.0,0.0
Private,White,Female,47.0,4.0,30.0,0.0
Private,White,Male,72.0,6.0,15.0,0.0
Private,White,Female,69.0,9.0,12.0,1848.0
Self-emp-not-inc,White,Male,48.0,10.0,40.0,0.0
Private,White,Male,35.0,9.0,60.0,0.0
Local-gov,White,Female,37.0,10.0,40.0,0.0
Self-emp-not-inc,White,Male,38.0,13.0,30.0,0.0
Private,White,Male,48.0,9.0,55.0,0.0
Private,White,Male,38.0,13.0,50.0,7298.0
Local-gov,White,Female,41.0,9.0,40.0,0.0
Local-gov,White,Male,63.0,4.0,55.0,0.0
Private,White,Male,35.0,9.0,40.0,3137.0
Private,Amer-Indian-Eskimo,Male,42.0,10.0,,5178.0
Private,Black,Female,21.0,6.0,38.0,0.0
Private,Black,Female,19.0,9.0,40.0,0.0
Private,White,Male,55.0,9.0,40.0,0.0
Federal-gov,White,Male,29.0,13.0,40.0,7688.0
Self-emp-inc,White,Male,47.0,14.0,50.0,15024.0
Private,White,Female,55.0,13.0,40.0,0.0
Private,White,Male,42.0,14.0,45.0,0.0
Private,Amer-Indian-Eskimo,Male,28.0,9.0,40.0,14084.0
Private,Black,Female,27.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,50.0,15.0,80.0,99999.0
Local-gov,White,Male,64.0,9.0,40.0,3137.0
Private,White,Male,25.0,11.0,35.0,0.0
Private,White,Female,49.0,11.0,20.0,0.0
Private,Black,Male,31.0,9.0,40.0,0.0
Private,Black,Male,40.0,13.0,40.0,0.0
State-gov,White,Male,37.0,9.0,40.0,0.0
Private,White,Female,23.0,5.0,40.0,0.0
State-gov,Black,Male,22.0,10.0,39.0,0.0
Private,Asian-Pac-Islander,Female,59.0,14.0,35.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Female,53.0,9.0,40.0,0.0
Private,White,Female,26.0,13.0,20.0,0.0
Private,White,Male,47.0,15.0,55.0,0.0
Private,White,Female,17.0,6.0,10.0,0.0
State-gov,White,Female,42.0,14.0,40.0,1151.0
Private,White,Male,22.0,9.0,50.0,0.0
Private,White,Female,20.0,10.0,40.0,0.0
State-gov,White,Female,31.0,10.0,40.0,0.0
Self-emp-inc,White,Male,23.0,10.0,50.0,0.0
State-gov,White,Male,30.0,6.0,,0.0
Private,Black,Male,41.0,13.0,40.0,0.0
Private,White,Male,30.0,13.0,45.0,0.0
Private,Black,Male,33.0,9.0,40.0,0.0
Private,White,Male,76.0,9.0,20.0,0.0
Private,White,Male,28.0,7.0,45.0,0.0
Local-gov,White,Male,47.0,14.0,40.0,0.0
Private,White,Male,27.0,9.0,40.0,0.0
State-gov,Black,Female,46.0,11.0,40.0,0.0
Local-gov,White,Male,25.0,13.0,40.0,0.0
Private,White,Male,25.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,44.0,13.0,50.0,0.0
Federal-gov,White,Male,33.0,16.0,40.0,0.0
Private,White,Female,30.0,11.0,32.0,0.0
Private,White,Female,41.0,7.0,36.0,0.0
Private,White,Male,46.0,13.0,44.0,3818.0
Self-emp-inc,White,Female,51.0,9.0,40.0,0.0
Self-emp-inc,White,Male,42.0,15.0,15.0,0.0
Self-emp-not-inc,White,Male,41.0,9.0,40.0,0.0
Self-emp-inc,Asian-Pac-Islander,Male,72.0,3.0,20.0,0.0
Private,White,Male,46.0,15.0,48.0,0.0
Private,White,Male,44.0,13.0,40.0,0.0
State-gov,White,Female,40.0,10.0,40.0,0.0
Federal-gov,White,Female,24.0,13.0,40.0,0.0
Private,White,Female,44.0,10.0,50.0,0.0
Private,White,Male,23.0,10.0,40.0,0.0
Private,White,Male,48.0,9.0,40.0,0.0
Self-emp-inc,Asian-Pac-Islander,Male,50.0,14.0,45.0,0.0
Private,White,Male,18.0,7.0,15.0,0.0
Private,White,Male,44.0,13.0,40.0,0.0
Private,White,Male,39.0,14.0,50.0,0.0
Federal-gov,White,Male,51.0,14.0,50.0,0.0
Private,White,Male,45.0,10.0,55.0,0.0
Private,Asian-Pac-Islander,Female,27.0,13.0,20.0,0.0
Private,White,Female,33.0,9.0,45.0,0.0
